variant,run,seconds,evaluations,length_avg,length_max,length_min,length_sum,plan_count
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,12.857,5700,47.58,52.0,44.0,4758.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,13.026,5800,48.37,52.0,44.0,4837.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,13.205,5900,48.32,52.0,44.0,4832.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,13.38,6000,48.77,53.0,44.0,4877.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,13.54,6100,48.53,52.0,43.0,4853.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,13.733,6200,48.99,52.0,43.0,4899.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,13.906,6300,48.74,51.0,43.0,4874.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,14.074,6400,48.28,51.0,43.0,4828.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,14.236,6500,47.68,50.0,43.0,4768.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,14.405,6600,46.87,50.0,43.0,4687.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,14.592,6700,46.46,50.0,43.0,4646.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,14.754,6800,45.87,50.0,43.0,4587.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,14.924,6900,45.78,50.0,41.0,4578.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,15.092,7000,46.16,50.0,41.0,4616.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,15.271,7100,45.76,50.0,41.0,4576.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,15.433,7200,45.48,50.0,41.0,4548.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,15.594,7300,45.16,50.0,41.0,4516.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,15.776,7400,44.84,51.0,40.0,4484.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,15.947,7500,45.39,51.0,39.0,4539.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,16.116,7600,45.39,50.0,39.0,4539.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,16.269,7700,43.18,50.0,39.0,4318.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,16.44,7800,43.18,50.0,39.0,4318.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,16.608,7900,43.05,50.0,39.0,4305.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,16.753,8000,42.09,48.0,38.0,4209.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,16.908,8100,42.15,45.0,38.0,4215.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,17.073,8200,42.15,45.0,38.0,4215.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,17.226,8300,42.38,45.0,38.0,4238.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,17.375,8400,42.32,46.0,38.0,4232.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,17.552,8500,42.66,46.0,38.0,4266.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,17.714,8600,42.15,46.0,38.0,4215.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,17.877,8700,42.48,46.0,38.0,4248.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,18.034,8800,42.07,46.0,37.0,4207.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,18.198,8900,41.03,46.0,37.0,4103.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,18.35,9000,40.38,45.0,37.0,4038.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,18.484,9100,40.68,45.0,37.0,4068.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,18.658,9200,40.77,45.0,37.0,4077.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,18.817,9300,40.09,45.0,37.0,4009.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,18.971,9400,40.37,45.0,37.0,4037.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,19.116,9500,40.22,45.0,37.0,4022.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,19.262,9600,40.29,45.0,36.0,4029.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,19.408,9700,39.99,44.0,36.0,3999.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,19.554,9800,40.17,44.0,36.0,4017.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,19.71,9900,40.17,44.0,36.0,4017.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",6,19.859,10000,40.81,43.0,36.0,4081.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,0.785,100,184.8,200.0,48.0,18480.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,1.666,200,148.81,200.0,48.0,14881.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,2.229,300,86.98,200.0,46.0,8698.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,2.499,400,48.04,50.0,43.0,4804.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,2.669,500,47.75,49.0,43.0,4775.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,2.839,600,47.45,49.0,42.0,4745.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,3.007,700,46.95,49.0,42.0,4695.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,3.192,800,46.33,50.0,42.0,4633.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,3.364,900,45.69,49.0,40.0,4569.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,3.525,1000,45.06,48.0,39.0,4506.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,3.727,1100,45.61,48.0,38.0,4561.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,3.891,1200,45.69,48.0,38.0,4569.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,4.063,1300,44.78,49.0,38.0,4478.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,4.227,1400,43.8,48.0,38.0,4380.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,4.398,1500,43.67,48.0,37.0,4367.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,4.558,1600,45.8,48.0,37.0,4580.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,4.724,1700,44.5,48.0,37.0,4450.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,4.878,1800,42.98,48.0,37.0,4298.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,5.024,1900,42.62,49.0,36.0,4262.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,5.183,2000,42.06,49.0,36.0,4206.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,5.359,2100,44.66,49.0,36.0,4466.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,5.519,2200,43.18,48.0,36.0,4318.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,5.679,2300,42.51,48.0,36.0,4251.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,5.831,2400,41.98,48.0,35.0,4198.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,5.988,2500,41.34,48.0,35.0,4134.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,6.122,2600,41.75,48.0,35.0,4175.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,6.287,2700,42.24,48.0,35.0,4224.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,6.437,2800,41.84,49.0,35.0,4184.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,6.589,2900,43.0,49.0,35.0,4300.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,6.745,3000,44.32,49.0,35.0,4432.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,6.942,3100,42.32,49.0,35.0,4232.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,7.111,3200,40.79,50.0,34.0,4079.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,7.247,3300,39.61,49.0,34.0,3961.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,7.387,3400,40.81,49.0,34.0,4081.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,7.527,3500,39.55,49.0,33.0,3955.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,7.671,3600,39.05,49.0,32.0,3905.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,7.814,3700,38.7,47.0,32.0,3870.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,7.954,3800,39.22,47.0,32.0,3922.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,8.109,3900,38.3,46.0,32.0,3830.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,8.24,4000,37.51,46.0,32.0,3751.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,8.371,4100,37.61,46.0,32.0,3761.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,8.501,4200,37.52,46.0,32.0,3752.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,8.685,4300,38.52,47.0,31.0,3852.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,8.833,4400,37.85,47.0,31.0,3785.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,8.962,4500,37.17,46.0,31.0,3717.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,9.098,4600,38.31,46.0,31.0,3831.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,9.227,4700,35.87,46.0,31.0,3587.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,9.348,4800,35.95,46.0,31.0,3595.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,9.479,4900,36.34,47.0,31.0,3634.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,9.625,5000,37.38,47.0,31.0,3738.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,9.763,5100,39.07,47.0,31.0,3907.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,9.897,5200,39.53,47.0,31.0,3953.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,10.037,5300,38.47,47.0,31.0,3847.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,10.219,5400,39.46,47.0,31.0,3946.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,10.369,5500,40.89,47.0,31.0,4089.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,10.513,5600,43.3,47.0,31.0,4330.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,10.677,5700,41.93,46.0,31.0,4193.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,10.832,5800,39.65,46.0,31.0,3965.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,10.992,5900,36.98,46.0,30.0,3698.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,11.139,6000,37.7,46.0,30.0,3770.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,11.284,6100,36.61,46.0,30.0,3661.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,11.421,6200,35.31,45.0,30.0,3531.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,11.554,6300,34.66,42.0,30.0,3466.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,11.673,6400,34.25,42.0,30.0,3425.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,11.831,6500,34.07,41.0,29.0,3407.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,11.965,6600,32.95,41.0,29.0,3295.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,12.09,6700,34.51,41.0,29.0,3451.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,12.213,6800,33.91,41.0,29.0,3391.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,12.342,6900,33.61,41.0,29.0,3361.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,12.466,7000,33.71,40.0,29.0,3371.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,12.595,7100,34.34,40.0,29.0,3434.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,12.728,7200,34.22,41.0,29.0,3422.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,12.856,7300,34.93,41.0,29.0,3493.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,12.974,7400,34.35,41.0,29.0,3435.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,13.097,7500,34.67,41.0,29.0,3467.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,13.22,7600,32.36,41.0,29.0,3236.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,13.346,7700,32.43,41.0,29.0,3243.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,13.504,7800,33.37,41.0,29.0,3337.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,13.626,7900,34.08,41.0,29.0,3408.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,13.762,8000,34.34,41.0,29.0,3434.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,13.894,8100,33.63,41.0,29.0,3363.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,14.014,8200,33.63,41.0,28.0,3363.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,14.15,8300,32.99,40.0,28.0,3299.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,14.284,8400,33.56,41.0,28.0,3356.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,14.402,8500,33.07,41.0,27.0,3307.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,14.53,8600,33.7,41.0,27.0,3370.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,14.665,8700,34.11,38.0,27.0,3411.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,14.792,8800,33.63,38.0,27.0,3363.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,14.926,8900,32.62,37.0,27.0,3262.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,15.089,9000,30.8,37.0,27.0,3080.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,15.216,9100,29.14,36.0,27.0,2914.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,15.337,9200,29.07,36.0,27.0,2907.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,15.449,9300,28.85,36.0,27.0,2885.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,15.559,9400,29.56,36.0,27.0,2956.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,15.674,9500,30.62,36.0,26.0,3062.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,15.796,9600,30.92,36.0,26.0,3092.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,15.917,9700,30.97,36.0,25.0,3097.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,16.041,9800,30.96,37.0,25.0,3096.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,16.181,9900,31.31,37.0,25.0,3131.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",7,16.305,10000,30.82,36.0,25.0,3082.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,0.8,100,184.5,200.0,45.0,18450.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,1.655,200,138.8,200.0,44.0,13880.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,2.199,300,76.7,200.0,44.0,7670.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,2.471,400,45.51,64.0,42.0,4551.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,2.656,500,45.05,52.0,42.0,4505.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,2.819,600,45.11,52.0,41.0,4511.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,2.979,700,45.02,52.0,41.0,4502.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,3.127,800,44.68,52.0,41.0,4468.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,3.283,900,44.18,52.0,41.0,4418.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,3.46,1000,44.0,52.0,41.0,4400.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,3.64,1100,44.42,53.0,39.0,4442.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,3.799,1200,44.01,51.0,39.0,4401.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,3.949,1300,44.29,51.0,39.0,4429.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,4.105,1400,43.96,52.0,39.0,4396.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,4.273,1500,44.06,52.0,39.0,4406.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,4.444,1600,44.56,52.0,38.0,4456.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,4.64,1700,44.1,53.0,37.0,4410.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,4.8,1800,43.34,53.0,37.0,4334.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,4.956,1900,44.09,52.0,36.0,4409.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,5.109,2000,43.17,52.0,36.0,4317.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,5.264,2100,41.95,52.0,36.0,4195.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,5.404,2200,42.19,52.0,36.0,4219.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,5.559,2300,42.49,52.0,36.0,4249.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,5.738,2400,42.45,52.0,36.0,4245.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,5.889,2500,42.43,52.0,36.0,4243.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,6.047,2600,43.54,53.0,35.0,4354.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,6.219,2700,42.78,53.0,35.0,4278.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,6.373,2800,41.66,52.0,35.0,4166.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,6.518,2900,41.23,52.0,35.0,4123.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,6.687,3000,39.99,52.0,34.0,3999.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,6.842,3100,40.38,51.0,34.0,4038.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,6.999,3200,40.33,49.0,34.0,4033.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,7.142,3300,41.13,49.0,33.0,4113.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,7.286,3400,41.06,49.0,33.0,4106.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,7.433,3500,41.92,49.0,33.0,4192.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,7.581,3600,42.44,49.0,33.0,4244.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,7.767,3700,41.5,48.0,33.0,4150.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,7.92,3800,40.98,48.0,33.0,4098.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,8.079,3900,40.74,48.0,32.0,4074.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,8.238,4000,40.78,49.0,32.0,4078.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,8.392,4100,39.51,49.0,31.0,3951.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,8.532,4200,38.53,48.0,31.0,3853.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,8.696,4300,38.44,46.0,30.0,3844.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,8.839,4400,39.75,46.0,30.0,3975.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,8.98,4500,40.2,46.0,30.0,4020.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,9.132,4600,39.22,46.0,30.0,3922.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,9.276,4700,37.31,44.0,30.0,3731.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,9.421,4800,37.21,44.0,28.0,3721.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,9.553,4900,36.16,44.0,28.0,3616.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,9.701,5000,35.17,44.0,28.0,3517.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,9.829,5100,36.87,44.0,28.0,3687.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,9.958,5200,36.28,44.0,28.0,3628.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,10.095,5300,35.6,44.0,28.0,3560.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,10.23,5400,36.2,44.0,28.0,3620.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,10.367,5500,35.85,44.0,27.0,3585.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,10.502,5600,35.42,44.0,27.0,3542.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,10.65,5700,35.18,44.0,27.0,3518.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,10.771,5800,34.98,44.0,27.0,3498.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,10.909,5900,34.44,44.0,27.0,3444.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,11.053,6000,32.91,44.0,27.0,3291.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,11.174,6100,32.63,44.0,27.0,3263.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,11.284,6200,32.77,44.0,27.0,3277.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,11.403,6300,33.47,44.0,27.0,3347.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,11.548,6400,35.11,44.0,26.0,3511.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,11.698,6500,33.23,44.0,25.0,3323.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,11.825,6600,33.5,39.0,25.0,3350.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,11.952,6700,34.14,39.0,25.0,3414.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,12.088,6800,31.68,38.0,25.0,3168.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,12.197,6900,31.48,38.0,25.0,3148.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,12.321,7000,33.37,38.0,25.0,3337.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,12.49,7100,32.47,38.0,25.0,3247.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,12.613,7200,32.55,38.0,25.0,3255.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,12.744,7300,33.0,38.0,25.0,3300.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,12.868,7400,33.94,39.0,25.0,3394.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,12.994,7500,35.45,39.0,25.0,3545.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,13.123,7600,36.44,39.0,25.0,3644.0,100
"NSGAII_PlanningStrategy-ReplanningStrategy_reuse0,10_1",8,13.257,7700,36.42,39.0,25.0,3642.0,100
